Billing state,Billing city,Population,Population %
nebraska,norfolk,235421,0.0778837
nebraska,north platte,22527,0.0074526
nebraska,omaha,488664,0.1616635
nebraska,sidney,20332,0.0067264
nevada,boulder,106883,0.0535489
nevada,carson,91194,0.0456887
nevada,carson,58064,0.0290904
nevada,elko,20806,0.0104239
nevada,henderson,27758,0.0139069
nevada,henderson,340512,0.1705982
nevada,las vegas,678958,0.3401614
nevada,north las vegas,286075,0.1433250
nevada,reno,275411,0.1379823
nevada,sparks,110327,0.0552744
new hampshire,claremont,35660,0.0180640
new hampshire,concord,122413,0.0620096
new hampshire,concord,44658,0.0226220
new hampshire,concord,110323,0.0558853
new hampshire,dover,39924,0.0202239
new hampshire,dover,33496,0.0169678
new hampshire,durham,302296,0.1531313
new hampshire,franklin,25915,0.0131275
new hampshire,franklin,88729,0.0449466
new hampshire,franklin,35526,0.0179961
new hampshire,keene,22934,0.0116175
new hampshire,lebanon,21722,0.0110035
new hampshire,lebanon,26386,0.0133661
new hampshire,lebanon,48212,0.0244223
new hampshire,manchester,115743,0.0586309
new hampshire,nashua,91059,0.0461269
new hampshire,plymouth,77704,0.0393618
new hampshire,portsmouth,22749,0.0115237
new hampshire,portsmouth,96808,0.0490391
new hampshire,rochester,122698,0.0621540
new hampshire,rochester,33551,0.0169956
new hampshire,rochester,207621,0.1051726
new hampshire,salem,44784,0.0226858
new hampshire,salem,177563,0.0899464
new hampshire,salem,25623,0.0129796
new jersey,atlantic,38473,0.0088478
new jersey,bayonne,70446,0.0162008
new jersey,bridgeton,26770,0.0061564
new jersey,burlington,23571,0.0054207
new jersey,burlington,60049,0.0138098
new jersey,burlington,44546,0.0102445
new jersey,caldwell,68426,0.0157363
new jersey,camden,71168,0.0163669
new jersey,clifton,88558,0.0203661
new jersey,east orange,69563,0.0159978
new jersey,elizabeth,135958,0.0312669
new jersey,englewood,34321,0.0078930
new jersey,englewood,29657,0.0068204
new jersey,hackensack,45742,0.0105195
new jersey,hoboken,57053,0.0131208
new jersey,jersey,294757,0.0677868
new jersey,lakewood,78300,0.0180070
new jersey,lakewood,156452,0.0359801
new jersey,lakewood,49374,0.0113548
new jersey,lakewood,62313,0.0143304
new jersey,long beach,453649,0.1043279
new jersey,long beach,34627,0.0079633
new jersey,long branch,32863,0.0075577
new jersey,madison,60872,0.0139990
new jersey,madison,28010,0.0064416
new jersey,madison,281754,0.0647964
new jersey,menlo park,31703,0.0072909
new jersey,millville,27371,0.0062946
new jersey,montclair,37558,0.0086374
new jersey,morristown,32138,0.0073909
new jersey,new brunswick,56030,0.0128855
new jersey,newark,47029,0.0108155
new jersey,newark,30193,0.0069436
new jersey,newark,310539,0.0714162
new jersey,newark,51072,0.0117453
new jersey,orange,138397,0.0318279
new jersey,passaic,69104,0.0158922
new jersey,paterson,156512,0.0359939
new jersey,perth amboy,55250,0.0127061
new jersey,plainfield,54790,0.0126003
new jersey,princeton,30298,0.0069678
new jersey,princeton,28027,0.0064455
new jersey,salem,44784,0.0102992
new jersey,salem,177563,0.0408351
new jersey,salem,25623,0.0058927
new jersey,somerville,80410,0.0184923
new jersey,trenton,89770,0.0206449
new jersey,union,65686,0.0151061
new jersey,union,27849,0.0064046
new jersey,union,64477,0.0148281
new jersey,union,65686,0.0151061
new jersey,union,27849,0.0064046
new jersey,union,64477,0.0148281
new jersey,vineland,60841,0.0139919
new mexico,alamogordo,31317,0.0147746
new mexico,albuquerque,561385,0.2648477
new mexico,carlsbad,113619,0.0536027
new mexico,carlsbad,31538,0.0148789
new mexico,clovis,127736,0.0602627
new mexico,clovis,37628,0.0177520
new mexico,farmington,23933,0.0112910
new mexico,farmington,46271,0.0218295
new mexico,farmington,25828,0.0121850
new mexico,gallup,20460,0.0096525
new mexico,hobbs,39462,0.0186172
new mexico,las cruces,114908,0.0542108
new mexico,las vegas,678958,0.3203158
new mexico,roswell,91943,0.0433765
new mexico,roswell,47158,0.0222480
new mexico,santa fe,89189,0.0420772
new mexico,socorro,38319,0.0180780
new york,albany,19393,0.0061066
new york,albany,67056,0.0211149
new york,albany,101241,0.0318793
new york,albany,57074,0.0179718
new york,auburn,82248,0.0258987
new york,auburn,24847,0.0078240
new york,auburn,26029,0.0081961
new york,auburn,83942,0.0264321
new york,batavia,26282,0.0082758
new york,bedford,48397,0.0152395
new york,binghamton,46729,0.0147143
new york,buffalo,274915,0.0865667
new york,clinton,24241,0.0076331
new york,clinton,26698,0.0084068
new york,clinton,23596,0.0074300
new york,crown point,35049,0.0110364
new york,elmira,26184,0.0082450
new york,garden,27383,0.0086225
new york,garden,26343,0.0082950
new york,geneva,21130,0.0066535
new york,hudson,22981,0.0072364
new york,huntington,45336,0.0142756
new york,ithaca,32745,0.0103109
new york,jamestown,27974,0.0088086
new york,kingston,23779,0.0074877
new york,lockport,26542,0.0083577
new york,lockport,20451,0.0064397
new york,manhattan,53721,0.0169159
new york,middletown,48051,0.0151305
new york,middletown,30155,0.0094954
new york,middletown,51500,0.0162166
new york,mount vernon,71216,0.0224249
new york,mount vernon,35265,0.0111044
new york,new rochelle,83870,0.0264094
new york,newburgh,28238,0.0088917
new york,niagara falls,47711,0.0150235
new york,peekskill,25444,0.0080119
new york,poughkeepsie,31790,0.0100102
new york,rochester,122698,0.0386358
new york,rochester,33551,0.0105647
new york,rochester,207621,0.0653768
new york,rome,38114,0.0120015
new york,rome,31659,0.0099689
new york,saratoga springs,28560,0.0089931
new york,saratoga springs,52618,0.0165686
new york,schenectady,68666,0.0216219
new york,syracuse,145812,0.0459140
new york,syracuse,37034,0.0116615
new york,troy,87398,0.0275203
new york,troy,50730,0.0159741
new york,troy,26906,0.0084723
new york,utica,63618,0.0200324
new york,watertown,24163,0.0076086
new york,watertown,23241,0.0073182
new york,watertown,22733,0.0071583
new york,white plains,61291,0.0192996
new york,woodstock,38490,0.0121199
new york,woodstock,25719,0.0080985
new york,yonkers,209593,0.0659977
north carolina,asheboro,27727,0.0041563
north carolina,asheville,95232,0.0142755
north carolina,burlington,23571,0.0035334
north carolina,burlington,60049,0.0090015
north carolina,burlington,44546,0.0066776
north carolina,charlotte,913175,0.1368873
north carolina,concord,122413,0.0183500
north carolina,concord,44658,0.0066943
north carolina,concord,110323,0.0165377
north carolina,durham,302296,0.0453150
north carolina,elizabeth,135958,0.0203805
north carolina,fayetteville,102113,0.0153070
north carolina,fayetteville,20089,0.0030114
north carolina,fayetteville,210381,0.0315367
north carolina,gastonia,84067,0.0126019
north carolina,goldsboro,33485,0.0050195
north carolina,greensboro,303255,0.0454587
north carolina,greenville,27706,0.0041532
north carolina,greenville,90070,0.0135017
north carolina,greenville,72879,0.0109248
north carolina,greenville,32724,0.0049054
north carolina,henderson,27758,0.0041610
north carolina,henderson,340512,0.0510436
north carolina,hickory,44431,0.0066603
north carolina,high point,117096,0.0175530
north carolina,jacksonville,29097,0.0043617
north carolina,jacksonville,1302868,0.1953033
north carolina,jacksonville,72916,0.0109303
north carolina,new bern,32250,0.0048344
north carolina,raleigh,483335,0.0724532
north carolina,rocky mount,54298,0.0081394
north carolina,salisbury,33176,0.0049732
north carolina,salisbury,36342,0.0054478
north carolina,shelby,22012,0.0032997
north carolina,washington,687788,0.1031012
north carolina,washington,33957,0.0050902
north carolina,wilmington,71800,0.0107630
north carolina,wilmington,122807,0.0184091
north carolina,wilson,47984,0.0071929
north carolina,winston-salem,253855,0.0380535
north dakota,bismarck,75122,0.0098242
north dakota,dickinson,25132,0.0032867
north dakota,dickinson,21856,0.0028582
north dakota,fargo,133306,0.0174332
north dakota,grand forks,59008,0.0077168
north dakota,jamestown,27974,0.0036583
north dakota,mandan,24591,0.0032159
north dakota,minot,47445,0.0062047
north dakota,williston,27713,0.0036242
north dakota,akron,189834,0.0248257
north dakota,alliance,21582,0.0028224
north dakota,athens,30934,0.0040454
north dakota,athens,24693,0.0032293
north dakota,barberton,24586,0.0032153
north dakota,bedford,48397,0.0063292
north dakota,bowling green,76243,0.0099708
north dakota,bowling green,30410,0.0039769
north dakota,canton,36873,0.0048221
north dakota,canton,69412,0.0090774
north dakota,chillicothe,21906,0.0028648
north dakota,cincinnati,314621,0.0411449
north dakota,cleveland,364136,0.0476202
north dakota,cleveland,49166,0.0064297
north dakota,cleveland heights,43950,0.0057476
north dakota,columbus,202134,0.0264343
north dakota,columbus,51713,0.0067628
north dakota,columbus,23045,0.0030137
north dakota,columbus,24467,0.0031997
north dakota,columbus,969655,0.1268076
north dakota,cuyahoga falls,50754,0.0066374
north dakota,dayton,135566,0.0177288
north dakota,delaware,45202,0.0059113
north dakota,elyria,53237,0.0069621
north dakota,euclid,48235,0.0063080
north dakota,findlay,40193,0.0052563
north dakota,greenville,27706,0.0036233
north dakota,greenville,90070,0.0117790
north dakota,greenville,72879,0.0095308
north dakota,greenville,32724,0.0042795
north dakota,hamilton,63123,0.0082550
north dakota,kent,27602,0.0036097
north dakota,kent,133553,0.0174655
north dakota,kettering,56894,0.0074404
north dakota,lakewood,78300,0.0102398
north dakota,lakewood,156452,0.0204602
north dakota,lakewood,49374,0.0064569
north dakota,lakewood,62313,0.0081490
north dakota,lancaster,168234,0.0220010
north dakota,lancaster,41547,0.0054334
north dakota,lancaster,57254,0.0074874
north dakota,lancaster,40260,0.0052650
north dakota,lima,34836,0.0045557
north dakota,lorain,65394,0.0085520
north dakota,mansfield,47757,0.0062455
north dakota,mansfield,78587,0.0102773
north dakota,marietta,62876,0.0082227
north dakota,marion,28110,0.0036761
north dakota,marion,42318,0.0055342
north dakota,marion,35543,0.0046482
north dakota,massillon,32456,0.0042445
north dakota,mentor,46929,0.0061372
north dakota,middletown,48051,0.0062839
north dakota,middletown,30155,0.0039436
north dakota,middletown,51500,0.0067350
north dakota,mount vernon,71216,0.0093133
north dakota,mount vernon,35265,0.0046118
north dakota,newark,47029,0.0061503
north dakota,newark,30193,0.0039485
north dakota,newark,310539,0.0406110
north dakota,newark,51072,0.0066790
north dakota,norwalk,98103,0.0128295
north dakota,norwalk,92727,0.0121265
north dakota,painesville,20609,0.0026952
north dakota,parma,79352,0.0103773
north dakota,piqua,20763,0.0027153
north dakota,portsmouth,22749,0.0029750
north dakota,portsmouth,96808,0.0126602
north dakota,salem,44784,0.0058567
north dakota,salem,177563,0.0232210
north dakota,salem,25623,0.0033509
north dakota,sandusky,24254,0.0031718
north dakota,shaker heights,28544,0.0037329
north dakota,springfield,112609,0.0147266
north dakota,springfield,153859,0.0201211
north dakota,springfield,170376,0.0222811
north dakota,springfield,58086,0.0075963
north dakota,springfield,61087,0.0079887
north dakota,toledo,266878,0.0349012
north dakota,urbana,38224,0.0049988
north dakota,warren,137098,0.0179291
north dakota,warren,38765,0.0050695
north dakota,wooster,27080,0.0035414
north dakota,xenia,25734,0.0033654
north dakota,youngstown,59113,0.0077306
north dakota,zanesville,24673,0.0032266
oklahoma,ardmore,24863,0.0091401
oklahoma,bartlesville,38115,0.0140118
oklahoma,bethany,20385,0.0074939
oklahoma,claremore,20390,0.0074958
oklahoma,clinton,24241,0.0089115
oklahoma,clinton,26698,0.0098147
oklahoma,clinton,23596,0.0086744
oklahoma,duncan,23182,0.0085222
oklahoma,durant,20303,0.0074638
oklahoma,edmond,98211,0.0361043
oklahoma,enid,50607,0.0186041
oklahoma,frederick,85840,0.0315565
oklahoma,hobart,29452,0.0108271
oklahoma,lawton,90624,0.0333152
oklahoma,miami,482295,0.1773011
oklahoma,midwest,58225,0.0214047
oklahoma,moore,63607,0.0233832
oklahoma,muskogee,36916,0.0135710
oklahoma,norman,130406,0.0479398
oklahoma,oklahoma,716577,0.2634278
oklahoma,perry,24044,0.0088390
oklahoma,ponca,24307,0.0089357
oklahoma,sand springs,20083,0.0073829
oklahoma,sapulpa,22984,0.0084494
oklahoma,shawnee,69514,0.0255547
oklahoma,shawnee,31804,0.0116918
oklahoma,stillwater,49553,0.0182167
oklahoma,tulsa,413381,0.1519670
oregon,albany,19393,0.0042954
oregon,albany,67056,0.0148526
oregon,albany,101241,0.0224244
oregon,albany,57074,0.0126416
oregon,ashland,21167,0.0046884
oregon,ashland,21061,0.0046649
oregon,beaverton,97171,0.0215229
oregon,bend,104578,0.0231635
oregon,brookings,24336,0.0053903
oregon,corvallis,61123,0.0135384
oregon,eugene,177959,0.0394170
oregon,grants pass,39263,0.0086965
oregon,hillsboro,107799,0.0238769
oregon,jacksonville,29097,0.0064448
oregon,jacksonville,1302868,0.2885785
oregon,jacksonville,72916,0.0161505
oregon,klamath falls,21895,0.0048496
oregon,lake oswego,39942,0.0088469
oregon,mcminnville,34452,0.0076309
oregon,medford,58800,0.0130239
oregon,medford,85158,0.0188621
oregon,newberg,26122,0.0057859
oregon,newport,24742,0.0054802
oregon,ontario,182595,0.0404438
oregon,oregon,37467,0.0082987
oregon,portland,69128,0.0153115
oregon,portland,633218,0.1402545
oregon,portland,20483,0.0045369
oregon,redmond,37022,0.0082002
oregon,redmond,80407,0.0178097
oregon,roseburg,23909,0.0052957
oregon,salem,44784,0.0099194
oregon,salem,177563,0.0393293
oregon,salem,25623,0.0056754
oregon,seaside,31350,0.0069439
oregon,springfield,112609,0.0249423
oregon,springfield,153859,0.0340790
oregon,springfield,170376,0.0377374
oregon,springfield,58086,0.0128657
oregon,springfield,61087,0.0135305
pennsylvania,allentown,125113,0.0249137
pennsylvania,altoona,21698,0.0043207
pennsylvania,altoona,42789,0.0085205
pennsylvania,bedford,48397,0.0096373
pennsylvania,bethlehem,78542,0.0156400
pennsylvania,bristol,61634,0.0122731
pennsylvania,bristol,27879,0.0055515
pennsylvania,carbondale,21594,0.0043000
pennsylvania,chester,33626,0.0066959
pennsylvania,columbia,130046,0.0258960
pennsylvania,columbia,143709,0.0286167
pennsylvania,columbia,47448,0.0094483
pennsylvania,easton,29544,0.0058831
pennsylvania,erie,93057,0.0185304
pennsylvania,franklin,25915,0.0051604
pennsylvania,franklin,88729,0.0176685
pennsylvania,franklin,35526,0.0070743
pennsylvania,germantown,40277,0.0080203
pennsylvania,harrisburg,50045,0.0099654
pennsylvania,hazleton,30087,0.0059912
pennsylvania,homestead,81785,0.0162858
pennsylvania,lancaster,168234,0.0335003
pennsylvania,lancaster,41547,0.0082732
pennsylvania,lancaster,57254,0.0114009
pennsylvania,lancaster,40260,0.0080169
pennsylvania,lebanon,21722,0.0043255
pennsylvania,lebanon,26386,0.0052542
pennsylvania,lebanon,48212,0.0096004
pennsylvania,middletown,48051,0.0095684
pennsylvania,middletown,30155,0.0060047
pennsylvania,middletown,51500,0.0102552
pennsylvania,new castle,21434,0.0042681
pennsylvania,new hope,20708,0.0041236
pennsylvania,philadelphia,1650070,0.3285773
pennsylvania,pittsburgh,303820,0.0604995
pennsylvania,reading,95056,0.0189284
pennsylvania,scranton,76002,0.0151342
pennsylvania,titusville,49686,0.0098939
pennsylvania,warren,137098,0.0273002
pennsylvania,warren,38765,0.0077192
pennsylvania,washington,687788,0.1369587
pennsylvania,washington,33957,0.0067618
pennsylvania,wilkes-barre,44277,0.0088168
pennsylvania,williamsport,27501,0.0054763
pennsylvania,york,44940,0.0089489
rhode island,bristol,61634,0.0555677
rhode island,bristol,27879,0.0251350
rhode island,central falls,22566,0.0203449
rhode island,cranston,82637,0.0745035
rhode island,east providence,46904,0.0422875
rhode island,kingston,23779,0.0214386
rhode island,middletown,48051,0.0433216
rhode island,middletown,30155,0.0271870
rhode island,middletown,51500,0.0464311
rhode island,newport,24742,0.0223068
rhode island,pawtucket,75353,0.0679364
rhode island,portsmouth,22749,0.0205099
rhode island,portsmouth,96808,0.0872797
rhode island,providence,192129,0.1732187
rhode island,warren,137098,0.1236041
rhode island,warren,38765,0.0349496
rhode island,warwick,83236,0.0750435
rhode island,woonsocket,43185,0.0389345
south carolina,aiken,32969,0.0168135
south carolina,anderson,55220,0.0281611
south carolina,anderson,29990,0.0152943
south carolina,camden,71168,0.0362943
south carolina,charleston,155675,0.0793912
south carolina,charleston,46900,0.0239181
south carolina,columbia,130046,0.0663209
south carolina,columbia,143709,0.0732888
south carolina,columbia,47448,0.0241976
south carolina,florence,42477,0.0216624
south carolina,florence,32941,0.0167993
south carolina,florence,40687,0.0207496
south carolina,georgetown,39489,0.0201386
south carolina,georgetown,96548,0.0492376
south carolina,greenville,27706,0.0141295
south carolina,greenville,90070,0.0459340
south carolina,greenville,72879,0.0371669
south carolina,greenville,32724,0.0166886
south carolina,greenwood,66314,0.0338189
south carolina,greenwood,22508,0.0114786
south carolina,lancaster,168234,0.0857961
south carolina,lancaster,41547,0.0211882
south carolina,lancaster,57254,0.0291984
south carolina,lancaster,40260,0.0205318
south carolina,mount pleasant,20883,0.0106499
south carolina,myrtle beach,39700,0.0202462
south carolina,rock hill,75678,0.0385943
south carolina,spartanburg,39041,0.0199102
south carolina,sumter,42782,0.0218180
south carolina,union,65686,0.0334986
south carolina,union,27849,0.0142024
south carolina,union,64477,0.0328820
south dakota,aberdeen,28117,0.0304214
south dakota,brookings,24336,0.0263305
south dakota,canton,36873,0.0398951
south dakota,canton,69412,0.0751009
south dakota,hot springs,38020,0.0411361
south dakota,madison,60872,0.0658610
south dakota,madison,28010,0.0303057
south dakota,madison,281754,0.3048461
south dakota,rapid,79445,0.0859562
south dakota,sioux falls,207274,0.2242618
south dakota,watertown,24163,0.0261434
south dakota,watertown,23241,0.0251458
south dakota,watertown,22733,0.0245962
tennessee,athens,30934,0.0098025
tennessee,athens,24693,0.0078248
tennessee,chattanooga,187050,0.0592729
tennessee,clarksville,182457,0.0578175
tennessee,cleveland,364136,0.1153885
tennessee,cleveland,49166,0.0155799
tennessee,columbia,130046,0.0412094
tennessee,columbia,143709,0.0455389
tennessee,columbia,47448,0.0150355
tennessee,cookeville,36768,0.0116511
tennessee,dayton,135566,0.0429585
tennessee,franklin,25915,0.0082120
tennessee,franklin,88729,0.0281167
tennessee,franklin,35526,0.0112576
tennessee,gallatin,50421,0.0159776
tennessee,jackson,30904,0.0097929
tennessee,jackson,144816,0.0458897
tennessee,jackson,68336,0.0216545
tennessee,johnson,73472,0.0232820
tennessee,kingsport,56851,0.0180151
tennessee,knoxville,198488,0.0628975
tennessee,lebanon,21722,0.0068833
tennessee,lebanon,26386,0.0083613
tennessee,lebanon,48212,0.0152776
tennessee,maryville,32439,0.0102794
tennessee,memphis,622981,0.1974120
tennessee,morristown,32138,0.0101840
tennessee,murfreesboro,166236,0.0526773
tennessee,oak ridge,33438,0.0105959
tennessee,shelbyville,20613,0.0065319
tennessee,shelbyville,25139,0.0079661
tennessee,tullahoma,21005,0.0066561
texas,abilene,129330,0.0082460
texas,amarillo,203842,0.0129969
texas,arlington,403364,0.0257184
texas,arlington,21211,0.0013524
texas,austin,26176,0.0016690
texas,austin,985843,0.0628571
texas,baytown,84143,0.0053649
texas,beaumont,58496,0.0037297
texas,beaumont,112544,0.0071758
texas,big spring,22376,0.0014267
texas,brownsville,190792,0.0121648
texas,bryan,89620,0.0057141
texas,cleburne,36319,0.0023157
texas,college station,125475,0.0080003
texas,corpus christi,318858,0.0203303
texas,crystal,21915,0.0013973
texas,dallas,1388320,0.0885189
texas,del rio,34595,0.0022058
texas,denison,26343,0.0016796
texas,denton,159135,0.0101464
texas,eagle pass,28285,0.0018034
texas,edinburg,105811,0.0067465
texas,el paso,678972,0.0432911
texas,fort worth,979882,0.0624770
texas,freeport,23170,0.0014773
texas,galveston,53348,0.0034015
texas,garland,244394,0.0155825
texas,greenville,27706,0.0017665
texas,greenville,90070,0.0057428
texas,greenville,72879,0.0046467
texas,greenville,32724,0.0020865
texas,harlingen,71569,0.0045632
texas,houston,2664452,0.1698848
texas,huntsville,226208,0.0144230
texas,huntsville,48553,0.0030957
texas,irving,257602,0.0164246
texas,johnson,73472,0.0046846
texas,killeen,160238,0.0102167
texas,kingsville,24586,0.0015676
texas,laredo,263553,0.0168041
texas,longview,83364,0.0053153
texas,longview,37958,0.0024202
texas,lubbock,269994,0.0172147
texas,lufkin,34187,0.0021798
texas,marshall,24131,0.0015386
texas,mcallen,146716,0.0093546
texas,mckinney,215465,0.0137380
texas,mesquite,22833,0.0014558
texas,mesquite,147461,0.0094021
texas,midland,42696,0.0027223
texas,midland,138869,0.0088543
texas,mission,87325,0.0055678
texas,nacogdoches,32180,0.0020518
texas,new braunfels,111077,0.0070822
texas,odessa,116320,0.0074165
texas,orange,138397,0.0088242
texas,paris,24974,0.0015923
texas,pasadena,134470,0.0085738
texas,pasadena,147317,0.0093929
texas,pharr,80603,0.0051392
texas,plainview,19447,0.0012399
texas,plano,291657,0.0185960
texas,port arthur,55590,0.0035444
texas,richardson,118214,0.0075373
texas,san angelo,99833,0.0063653
texas,san antonio,1550542,0.0988622
texas,san marcos,94720,0.0060393
texas,san marcos,71675,0.0045700
texas,sherman,47497,0.0030284
texas,sweetwater,20369,0.0012987
texas,temple,34884,0.0022242
texas,temple,93114,0.0059369
texas,texarkana,29300,0.0018682
texas,texarkana,35743,0.0022790
texas,texas,56704,0.0036154
texas,tyler,110460,0.0070429
texas,victoria,65832,0.0041974
texas,waco,144922,0.0092402
texas,weatherford,38111,0.0024299
texas,wichita falls,102755,0.0065516
utah,american fork,38564,0.0354627
utah,bountiful,44254,0.0406952
utah,cedar,39958,0.0367446
utah,clearfield,34487,0.0317136
utah,layton,83742,0.0770076
utah,lehi,90245,0.0829876
utah,logan,55336,0.0508860
utah,murray,49602,0.0456131
utah,ogden,87292,0.0802721
utah,orem,96207,0.0884702
utah,payson,24057,0.0221224
utah,provo,113433,0.1043109
utah,salt lake,209749,0.1928813
utah,spanish fork,45736,0.0420580
utah,springville,35485,0.0326314
utah,tooele,39304,0.0361432
vermont,burlington,23571,0.0680545
vermont,burlington,60049,0.1733741
vermont,burlington,44546,0.1286137
vermont,manchester,115743,0.3341745
vermont,newport,24742,0.0714354
vermont,plymouth,77704,0.2243479
virginia,alexandria,43553,0.0158866
virginia,alexandria,155369,0.0566732
virginia,bristol,61634,0.0224819
virginia,bristol,27879,0.0101693
virginia,charlottesville,45158,0.0164721
virginia,chesapeake,254373,0.0927864
virginia,danville,28216,0.0102922
virginia,danville,41857,0.0152680
virginia,fairfax,25171,0.0091815
virginia,fredericksburg,29002,0.0105789
virginia,hampton,138319,0.0504539
virginia,hopewell,22786,0.0083115
virginia,lynchburg,79538,0.0290127
virginia,manassas,42701,0.0155758
virginia,newport news,184255,0.0672098
virginia,norfolk,26171,0.0095463
virginia,norfolk,235421,0.0858733
virginia,petersburg,33339,0.0121609
virginia,portsmouth,22749,0.0082980
virginia,portsmouth,96808,0.0353122
virginia,richmond,114268,0.0416810
virginia,richmond,35451,0.0129313
virginia,richmond,37262,0.0135919
virginia,richmond,229447,0.0836942
virginia,roanoke,97372,0.0355179
virginia,staunton,25920,0.0094547
virginia,suffolk,100695,0.0367300
virginia,virginia beach,455924,0.1663051
virginia,waynesboro,23209,0.0084658
virginia,winchester,27644,0.0100836
washington,aberdeen,28117,0.0088866
washington,auburn,82248,0.0259952
washington,auburn,24847,0.0078531
washington,auburn,26029,0.0082267
washington,auburn,83942,0.0265306
washington,bellevue,64462,0.0203738
washington,bellevue,151967,0.0480305
washington,bellingham,94903,0.0299949
washington,bremerton,45471,0.0143715
washington,everett,50355,0.0159151
washington,everett,111338,0.0351893
washington,kennewick,85727,0.0270948
washington,longview,83364,0.0263479
washington,longview,37958,0.0119970
washington,moses lake,26325,0.0083202
washington,oak harbor,24029,0.0075946
washington,olympia,55734,0.0176152
washington,pasco,80067,0.0253059
washington,port angeles,20102,0.0063534
washington,pullman,32917,0.0104037
washington,puyallup,42213,0.0133418
washington,redmond,37022,0.0117011
washington,redmond,80407,0.0254133
washington,renton,104557,0.0330461
washington,richland,63922,0.0202031
washington,seattle,808988,0.2556876
washington,spokane,230930,0.0729874
washington,tacoma,223728,0.0707112
washington,vancouver,196608,0.0621397
washington,walla walla,33369,0.0105466
washington,wenatchee,35531,0.0112299
washington,yakima,96793,0.0305923
west virginia,charleston,155675,0.2497509
west virginia,charleston,46900,0.0752421
west virginia,hillsboro,107799,0.1729430
west virginia,huntington,45336,0.0727330
west virginia,logan,55336,0.0887761
west virginia,morgantown,30439,0.0488336
west virginia,parkersburg,29033,0.0465779
west virginia,princeton,30298,0.0486074
west virginia,princeton,28027,0.0449640
west virginia,weston,68245,0.1094861
west virginia,wheeling,26233,0.0420859
wisconsin,appleton,75036,0.0319018
wisconsin,ashland,21167,0.0089992
wisconsin,ashland,21061,0.0089542
wisconsin,belmont,26629,0.0113214
wisconsin,beloit,36347,0.0154531
wisconsin,eau claire,70634,0.0300303
wisconsin,fond du lac,44387,0.0188713
wisconsin,green bay,105793,0.0449783
wisconsin,hayward,155961,0.0663074
wisconsin,janesville,66147,0.0281226
wisconsin,kenosha,98344,0.0418113
wisconsin,la crosse,51478,0.0218860
wisconsin,madison,60872,0.0258799
wisconsin,madison,28010,0.0119085
wisconsin,madison,281754,0.1197887
wisconsin,manitowoc,34574,0.0146993
wisconsin,milwaukee,565239,0.2403133
wisconsin,neenah,27470,0.0116790
wisconsin,oshkosh,66296,0.0281860
wisconsin,portage,38549,0.0163892
wisconsin,portage,49305,0.0209622
wisconsin,racine,76773,0.0326403
wisconsin,sheboygan,49697,0.0211289
wisconsin,stevens point,25754,0.0109494
wisconsin,superior,26429,0.0112364
wisconsin,waukesha,70510,0.0299776
wisconsin,wausau,39975,0.0169955
wisconsin,wauwatosa,47109,0.0200286
wisconsin,west allis,58877,0.0250318
wisconsin,west bend,31915,0.0135688
wyoming,buffalo,274915,0.3098758
wyoming,casper,58744,0.0662144
wyoming,cheyenne,65301,0.0736053
wyoming,evanston,75092,0.0846414
wyoming,gillette,33519,0.0377816
wyoming,jackson,30904,0.0348340
wyoming,jackson,144816,0.1632322
wyoming,jackson,68336,0.0770263
wyoming,laramie,32156,0.0362453
wyoming,riverton,44867,0.0505727
wyoming,rock springs,22967,0.0258877
wyoming,torrington,35561,0.0400833
